bundle	variable_name	qsirecon_suffix	source_file	zero_proportion	mean	stdev	median	masked_mean	masked_median	masked_stdev	subject_id	session_id	task_id	dir_id	acq_id	space_id	rec_id	run_id	bundle_source	bundle_params_id
Association_UncinateFasciculusR	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	140.52734	260.72952	35.0	140.52734	35.0	260.72952	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_InferiorFrontoOccipitalFasciculusL	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	523.06134	1325.4039	72.0	523.06134	72.0	1325.4039	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_MiddleLongitudinalFasciculusL	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	198.14076	386.04666	37.0	198.14076	37.0	386.04666	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_ParietalAslantTractR	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	114.25264	189.2911	35.0	114.25264	35.0	189.2911	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_SuperiorLongitudinalFasciculusL	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	135.35352	250.1601	39.0	135.35352	39.0	250.1601	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_VerticalOccipitalFasciculusL	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	84.98324	128.58719	30.0	84.98324	30.0	128.58719	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_ArcuateFasciculusL	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	332.52426	608.39044	66.0	332.52426	66.0	608.39044	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_ArcuateFasciculusR	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	261.27383	540.51886	58.0	261.27383	58.0	540.51886	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_CingulumL	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	208.71588	417.24255	47.0	208.71588	47.0	417.24255	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_CingulumR	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	239.15181	492.38202	42.0	239.15181	42.0	492.38202	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_InferiorLongitudinalFasciculusR	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	285.79767	631.9567	55.0	285.79767	55.0	631.9567	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_InferiorFrontoOccipitalFasciculusR	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	598.629	1377.9475	81.0	598.629	81.0	1377.9475	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_HippocampusAlveusL	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	116.17325	180.92091	40.0	116.17325	40.0	180.92091	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_VerticalOccipitalFasciculusR	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	97.85482	150.47266	37.0	97.85482	37.0	150.47266	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_MiddleLongitudinalFasciculusR	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	406.18954	754.65454	90.0	406.18954	90.0	754.65454	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_InferiorLongitudinalFasciculusL	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	279.25867	544.32556	68.0	279.25867	68.0	544.32556	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_FrontalAslantTractL	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	169.08104	245.97365	57.0	169.08104	57.0	245.97365	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_ExtremeCapsuleL	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	95.64543	167.31892	29.0	95.64543	29.0	167.31892	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_SuperiorLongitudinalFasciculusR	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	161.9875	290.42004	45.0	161.9875	45.0	290.42004	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_FrontalAslantTractR	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	157.77562	296.77927	40.0	157.77562	40.0	296.77927	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_ExtremeCapsuleR	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	244.23145	462.04764	62.0	244.23145	62.0	462.04764	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_UncinateFasciculusL	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	137.70877	248.65952	33.0	137.70877	33.0	248.65952	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_HippocampusAlveusR	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	95.96618	144.68018	33.0	95.96618	33.0	144.68018	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_ParietalAslantTractL	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	101.3694	156.014	33.0	101.3694	33.0	156.014	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
ProjectionBrainstem_NonDecussatingDentatorubrothalamicTractL	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	332.86368	522.97687	101.0	332.86368	101.0	522.97687	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
ProjectionBasalGanglia_AcousticRadiationR	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	60.300064	108.371124	22.0	60.300064	22.0	108.371124	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
ProjectionBasalGanglia_OpticRadiationL	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	356.92477	558.50806	108.5	356.92477	108.5	558.50806	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
ProjectionBrainstem_MedialLemniscusL	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	77.15512	110.18741	30.0	77.15512	30.0	110.18741	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
ProjectionBrainstem_DentatorubrothalamicTract-lr	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	82.14249	123.6952	35.0	82.14249	35.0	123.6952	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
ProjectionBasalGanglia_FasciculusLenticularisR	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	22.65146	36.122623	9.0	22.65146	9.0	36.122623	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
ProjectionBasalGanglia_ThalamicRadiationL	tdi	DSIStudio	/scratch/grmpy/SLURM_11194840_71/job-11194840-71-sub-20011/ds/inputs/data/qsiprep/qsiprep/sub-20011/ses-1/dwi/sub-20011_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	208.30948	357.9197	73.0	208.30948	73.0	357.9197	sub-20011	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
