bundle	variable_name	qsirecon_suffix	source_file	zero_proportion	mean	stdev	median	masked_mean	masked_median	masked_stdev	subject_id	session_id	task_id	dir_id	acq_id	space_id	rec_id	run_id	bundle_source	bundle_params_id
Association_VerticalOccipitalFasciculusR	tdi	DSIStudio	/scratch/grmpy/SLURM_11261380_20/job-11261380-20-sub-98535/ds/inputs/data/qsiprep/qsiprep/sub-98535/ses-1/dwi/sub-98535_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	69.58551	96.911125	28.0	69.58551	28.0	96.911125	sub-98535	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_InferiorLongitudinalFasciculusR	tdi	DSIStudio	/scratch/grmpy/SLURM_11261380_20/job-11261380-20-sub-98535/ds/inputs/data/qsiprep/qsiprep/sub-98535/ses-1/dwi/sub-98535_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	278.93887	613.103	53.0	278.93887	53.0	613.103	sub-98535	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_CingulumR	tdi	DSIStudio	/scratch/grmpy/SLURM_11261380_20/job-11261380-20-sub-98535/ds/inputs/data/qsiprep/qsiprep/sub-98535/ses-1/dwi/sub-98535_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	251.61006	585.25085	39.0	251.61006	39.0	585.25085	sub-98535	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_ArcuateFasciculusL	tdi	DSIStudio	/scratch/grmpy/SLURM_11261380_20/job-11261380-20-sub-98535/ds/inputs/data/qsiprep/qsiprep/sub-98535/ses-1/dwi/sub-98535_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	406.45688	883.8275	58.0	406.45688	58.0	883.8275	sub-98535	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_SuperiorLongitudinalFasciculusL	tdi	DSIStudio	/scratch/grmpy/SLURM_11261380_20/job-11261380-20-sub-98535/ds/inputs/data/qsiprep/qsiprep/sub-98535/ses-1/dwi/sub-98535_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	153.00795	268.3327	43.0	153.00795	43.0	268.3327	sub-98535	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_SuperiorLongitudinalFasciculusR	tdi	DSIStudio	/scratch/grmpy/SLURM_11261380_20/job-11261380-20-sub-98535/ds/inputs/data/qsiprep/qsiprep/sub-98535/ses-1/dwi/sub-98535_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	205.578	384.87463	48.0	205.578	48.0	384.87463	sub-98535	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_ArcuateFasciculusR	tdi	DSIStudio	/scratch/grmpy/SLURM_11261380_20/job-11261380-20-sub-98535/ds/inputs/data/qsiprep/qsiprep/sub-98535/ses-1/dwi/sub-98535_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	457.97632	1091.9646	61.0	457.97632	61.0	1091.9646	sub-98535	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_ParietalAslantTractR	tdi	DSIStudio	/scratch/grmpy/SLURM_11261380_20/job-11261380-20-sub-98535/ds/inputs/data/qsiprep/qsiprep/sub-98535/ses-1/dwi/sub-98535_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	115.428154	214.77054	35.0	115.428154	35.0	214.77054	sub-98535	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_FrontalAslantTractL	tdi	DSIStudio	/scratch/grmpy/SLURM_11261380_20/job-11261380-20-sub-98535/ds/inputs/data/qsiprep/qsiprep/sub-98535/ses-1/dwi/sub-98535_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	144.77208	223.55031	51.0	144.77208	51.0	223.55031	sub-98535	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
Association_MiddleLongitudinalFasciculusL	tdi	DSIStudio	/scratch/grmpy/SLURM_11261380_20/job-11261380-20-sub-98535/ds/inputs/data/qsiprep/qsiprep/sub-98535/ses-1/dwi/sub-98535_ses-1_acq-multiband_dir-AP_space-ACPC_desc-preproc_dwi.nii.gz	0.0	280.12057	616.7871	55.0	280.12057	55.0	616.7871	sub-98535	ses-1		dir-AP	acq-multiband	space-ACPC			DSIStudio	autotrackgqi
